se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Radiation recall syndrome				Radiation recall syndrome	1	TRUE
Radicular pain	D010146	Pain	REVERSE SUBSTRING MATCH	Radicular pain	1	TRUE
Radiculitis	D011843	Radiculopathy	LOOKUP_EXACT_UMLS_TERM	Radiculitis	1	TRUE
Radius fracture	D011885	Radius Fractures	CUI_MATCH	Radius fracture	1	TRUE
Raised serum lipid levels				Raised serum lipid levels	1	TRUE
Rash both legs	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash both legs	1	TRUE
Rash mouth	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash mouth	1	TRUE
Rash pemphigoid	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash pemphigoid	1	TRUE
Rash recurrent	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash recurrent	1	TRUE
Rash scarlatiniform	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash scarlatiniform	1	TRUE
Raynaud-like disorder				Raynaud-like disorder	1	TRUE
Reaction to drug excipients				Reaction to drug excipients	1	TRUE
Rectal abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Rectal abscess	1	TRUE
Rectal cancer	D012004	Rectal Neoplasms	LOOKUP_EXACT_UMLS_TERM	Rectal cancer	1	TRUE
Rectal cramps				Rectal cramps	1	TRUE
Rectal fistula	D012003	Rectal Fistula	UMLS_MEDDRA	Rectal fistula	1	TRUE
Rectal mass				Rectal mass	1	TRUE
Rectal prolapse	D012005	Rectal Prolapse	EFO_MAP	Rectal prolapse	1	TRUE
Rectal spasm	D013035	Spasm	REVERSE SUBSTRING MATCH	Rectal spasm	1	TRUE
Rectocele	D020047	Rectocele	EFO_MAP	Rectocele	1	TRUE
Recurrence of neuromuscular blockade				Recurrence of neuromuscular blockade	1	TRUE
Recurrent pulmonary embolism	D011655	Pulmonary Embolism	REVERSE SUBSTRING MATCH	Recurrent pulmonary embolism	1	TRUE
Red blood cells semen positive				Red blood cells semen positive	1	TRUE
Red blotches				Red blotches	1	TRUE
Red cell distribution width increased	D004909	Erythrocyte Indices	LOOKUP_TRIMMED_UMLS_TERM	Red cell distribution width increased	1	TRUE
Red neck				Red neck	1	TRUE
Redness gum				Redness gum	1	TRUE
Reflux gastritis	D005756	Gastritis	REVERSE SUBSTRING MATCH	Reflux gastritis	1	TRUE
Refractory anemia with excess blasts in transformation	D000753	Anemia, Refractory	REVERSE SUBSTRING MATCH	Refractory anemia with excess blasts in transformation	1	TRUE
Relapsing fever	D012061	Relapsing Fever	MM_CUI	Relapsing fever	1	TRUE
Renal agenesis	C536482	Hereditary renal agenesis	LOOKUP_EXACT_UMLS_TERM	Renal agenesis	1	TRUE
Renal artery thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Renal artery thrombosis	1	TRUE
Renal cortical necrosis	D007673	Kidney Cortex Necrosis	CUI_MATCH	Renal cortical necrosis	1	TRUE
Renal dysgenesis				Renal dysgenesis	1	TRUE
Renal haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Renal haemorrhage	1	TRUE
Renal insufficiency aggravated	D051437	Renal Insufficiency	REVERSE SUBSTRING MATCH	Renal insufficiency aggravated	1	TRUE
Renal mass				Renal mass	1	TRUE
Renal rickets	D012080	Chronic Kidney Disease-Mineral and Bone Disorder	LOOKUP_EXACT_UMLS_TERM	Renal rickets	1	TRUE
Renal vein thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Renal vein thrombosis	1	TRUE
Renovascular hypertension	D006978	Hypertension, Renovascular	CUI_MATCH	Renovascular hypertension	1	TRUE
Reperfusion injury	D015427	Reperfusion Injury	CUI_MATCH	Reperfusion injury	1	TRUE
Repetitive strain injury	D012090	Cumulative Trauma Disorders	MM_CUI	Repetitive strain injury	1	TRUE
Reproductive system haemorrhages				Reproductive system haemorrhages	1	TRUE
Respiratory depth increased				Respiratory depth increased	1	TRUE
Respiratory disorder neonatal	D012120	Respiration Disorders	REVERSE SUBSTRING MATCH	Respiratory disorder neonatal	1	TRUE
Respiratory disorders NEC	D012120	Respiration Disorders	MANUAL_CURATION	Respiratory disorders NEC	1	TRUE
Respiratory failure aggravated	D007040	Hypoventilation	REVERSE SUBSTRING MATCH	Respiratory failure aggravated	1	TRUE
Restlessness aggravated				Restlessness aggravated	1	TRUE
Retained placenta	D018457	Placenta, Retained	CUI_MATCH	Retained placenta	1	TRUE
Retained placenta or membranes	D018457	Placenta, Retained	CUI_MATCH	Retained placenta or membranes	1	TRUE
Retching reflex decreased				Retching reflex decreased	1	TRUE
Reticuloendothelial system stimulated	C538362	Reticuloendotheliosis, X-linked	LOOKUP_EXACT_MEDDRA_TERM	Reticuloendothelial system stimulated	1	TRUE
Reticuloendotheliosis	C538362	Reticuloendotheliosis, X-linked	LOOKUP_EXACT_UMLS_TERM	Reticuloendotheliosis	1	TRUE
Retinal aneurysm	D000783	Aneurysm	REVERSE SUBSTRING MATCH	Retinal aneurysm	1	TRUE
Retinal atrophy	D001284	Atrophy	REVERSE SUBSTRING MATCH	Retinal atrophy	1	TRUE
Retinal damage				Retinal damage	1	TRUE
Retinal deposits				Retinal deposits	1	TRUE
Retinal injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Retinal injury	1	TRUE
Retinal pigment epithelial tear			FUZZY_MATCH	Retinal pigment epithelial tear	1	TRUE
Retinal scar	D002921	Cicatrix	REVERSE SUBSTRING MATCH	Retinal scar	1	TRUE
Retinogram abnormal				Retinogram abnormal	1	TRUE
Retinopathy proliferative				Retinopathy proliferative	1	TRUE
Retroperitoneal haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Retroperitoneal haematoma	1	TRUE
Reversible cerebral vasoconstriction syndrome	D014661	Vasoconstriction	REVERSE SUBSTRING MATCH	Reversible cerebral vasoconstriction syndrome	1	TRUE
Reversible ischaemic neurological deficit				Reversible ischaemic neurological deficit	1	TRUE
Rheumatoid arthritis aggravated	D001172	Arthritis, Rheumatoid	REVERSE SUBSTRING MATCH	Rheumatoid arthritis aggravated	1	TRUE
Rhinitis atrophic	D012222	Rhinitis, Atrophic	CUI_MATCH	Rhinitis atrophic	1	TRUE
Rhinitis ulcerative	D012220	Rhinitis	REVERSE SUBSTRING MATCH	Rhinitis ulcerative	1	TRUE
Rubber sensitivity	D020315	Latex Hypersensitivity	CUI_MATCH	Rubber sensitivity	1	TRUE
Salivary duct obstruction	D012466	Salivary Gland Diseases	MANUAL_CURATION	Salivary duct obstruction	1	TRUE
Salivary gland conditions	D012466	Salivary Gland Diseases	MANUAL_CURATION	Salivary gland conditions	1	TRUE
Salmonella sepsis	D018805	Sepsis	REVERSE SUBSTRING MATCH	Salmonella sepsis	1	TRUE
Salmonellosis	D012480	Salmonella Infections	CUI_MATCH	Salmonellosis	1	TRUE
Sarcoma uterus	D012509	Sarcoma	REVERSE SUBSTRING MATCH	Sarcoma uterus	1	TRUE
Scar pain	D010146	Pain	REVERSE SUBSTRING MATCH	Scar pain	1	TRUE
Schizoaffective disorder	D011618	Psychotic Disorders	LOOKUP_EXACT_UMLS_TERM	Schizoaffective disorder	1	TRUE
Scleral disorder	D015422	Scleral Diseases	MM_CUI	Scleral disorder	1	TRUE
Scleral pigmentation	D015422	Scleral Diseases	MANUAL_CURATION	Scleral pigmentation	1	TRUE
Scleromalacia	D015422	Scleral Diseases	MANUAL_CURATION	Scleromalacia	1	TRUE
Sclerosing encapsulating peritonitis	D010538	Peritonitis	REVERSE SUBSTRING MATCH	Sclerosing encapsulating peritonitis	1	TRUE
Scotoma annular	D012607	Scotoma	REVERSE SUBSTRING MATCH	Scotoma annular	1	TRUE
Screaming				Screaming	1	TRUE
Scrotal disorder				Scrotal disorder	1	TRUE
Scrotal swelling	D004487	Edema	REVERSE SUBSTRING MATCH	Scrotal swelling	1	TRUE
Sebaceous gland disorder	D012625	Sebaceous Gland Diseases	CUI_MATCH	Sebaceous gland disorder	1	TRUE
Sebaceous hyperplasia	D006965	Hyperplasia	REVERSE SUBSTRING MATCH	Sebaceous hyperplasia	1	TRUE
Secondary adrenal insufficiency	D000309	Adrenal Insufficiency	REVERSE SUBSTRING MATCH	Secondary adrenal insufficiency	1	TRUE
Secondary hypertension	D006973	Hypertension	REVERSE SUBSTRING MATCH	Secondary hypertension	1	TRUE
Secondary parkinsonism	D010302	Parkinson Disease, Secondary	CUI_MATCH	Secondary parkinsonism	1	TRUE
Secondary syphilis	C536773	Syphilis, secondary	LOOKUP_EXACT_UMLS_TERM	Secondary syphilis	1	TRUE
Seizure cerebral	D012640	Seizures	MANUAL_CURATION	Seizure cerebral	1	TRUE
Self mutilation	D012652	Self Mutilation	MM_CUI	Self mutilation	1	TRUE
Semen volume decreased				Semen volume decreased	1	TRUE
Senile ankylosing vertebral hyperostosis	D004057	Hyperostosis, Diffuse Idiopathic Skeletal	CUI_MATCH	Senile ankylosing vertebral hyperostosis	1	TRUE
Sensation of blood flow				Sensation of blood flow	1	TRUE
Sense of oppression				Sense of oppression	1	TRUE
Sensorimotor disorder			FUZZY_MATCH	Sensorimotor disorder	1	TRUE
Sensory ataxia	D001259	Ataxia	LOOKUP_EXACT_UMLS_TERM	Sensory ataxia	1	TRUE
Sepsis neonatal	D000071074	Neonatal Sepsis	CUI_MATCH	Sepsis neonatal	1	TRUE
Sepsis secondary	D018805	Sepsis	REVERSE SUBSTRING MATCH	Sepsis secondary	1	TRUE
Serum bicarbonate increased				Serum bicarbonate increased	1	TRUE
Serum ferritin decreased				Serum ferritin decreased	1	TRUE
Serum osmolality increased	D009994	Osmolar Concentration	REVERSE SUBSTRING MATCH	Serum osmolality increased	1	TRUE
Serum phosphate increased	D010710	Phosphates	REVERSE SUBSTRING MATCH	Serum phosphate increased	1	TRUE
Serum potassium abnormal	D011188	Potassium	REVERSE SUBSTRING MATCH	Serum potassium abnormal	1	TRUE
Serum prolactin decreased				Serum prolactin decreased	1	TRUE
Serum sodium abnormal	D012964	Sodium	REVERSE SUBSTRING MATCH	Serum sodium abnormal	1	TRUE
Sexual desire disorders				Sexual desire disorders	1	TRUE
Shift to the left				Shift to the left	1	TRUE
Shock haemorrhagic	D012771	Shock, Hemorrhagic	CUI_MATCH	Shock haemorrhagic	1	TRUE
Shock hypoglycaemic	D007331	Insulin Coma	LOOKUP_REARRANGED	Shock hypoglycaemic	1	TRUE
Shock insulin	D007331	Insulin Coma	LOOKUP_REARRANGED	Shock insulin	1	TRUE
Shortened cervix				Shortened cervix	1	TRUE
Shunt thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Shunt thrombosis	1	TRUE
Single umbilical artery	D058529	Single Umbilical Artery	CUI_MATCH	Single umbilical artery	1	TRUE
Sinobronchitis				Sinobronchitis	1	TRUE
Sinus rhythm				Sinus rhythm	1	TRUE
Sinusitis bacterial	D012852	Sinusitis	REVERSE SUBSTRING MATCH	Sinusitis bacterial	1	TRUE
Skin erosion				Skin erosion	1	TRUE
Skin fibrosis	D005355	Fibrosis	REVERSE SUBSTRING MATCH	Skin fibrosis	1	TRUE
Skin maceration				Skin maceration	1	TRUE
Skin tear				Skin tear	1	TRUE
Skin thickening				Skin thickening	1	TRUE
Slipped femoral capital epiphysis	D060048	Slipped Capital Femoral Epiphyses	CUI_MATCH	Slipped femoral capital epiphysis	1	TRUE
Slow speech				Slow speech	1	TRUE
Small cell lung cancer	D055752	Small Cell Lung Carcinoma	CUI_MATCH	Small cell lung cancer	1	TRUE
Small intestinal perforation	D007416	Intestinal Perforation	REVERSE SUBSTRING MATCH	Small intestinal perforation	1	TRUE
Small intestine ulcer	D014456	Ulcer	REVERSE SUBSTRING MATCH	Small intestine ulcer	1	TRUE
Smarting			FUZZY_MATCH	Smarting	1	TRUE
Smear cervix normal				Smear cervix normal	1	TRUE
Sneezing excessive	D012912	Sneezing	REVERSE SUBSTRING MATCH	Sneezing excessive	1	TRUE
Soft tissue inflammation	D007249	Inflammation	REVERSE SUBSTRING MATCH	Soft tissue inflammation	1	TRUE
Solar dermatitis	D003872	Dermatitis	REVERSE SUBSTRING MATCH	Solar dermatitis	1	TRUE
Somatic hallucination	D006212	Hallucinations	LOOKUP_EXACT_UMLS_TERM	Somatic hallucination	1	TRUE
Somnolence neonatal	D000077260	Sleepiness	REVERSE SUBSTRING MATCH	Somnolence neonatal	1	TRUE
Sore nose				Sore nose	1	TRUE
Spasm of accommodation	D013035	Spasm	REVERSE SUBSTRING MATCH	Spasm of accommodation	1	TRUE
Spasm of sphincter of Oddi	D013035	Spasm	REVERSE SUBSTRING MATCH	Spasm of sphincter of Oddi	1	TRUE
Spasmodic dysphonia	D055154	Dysphonia	REVERSE SUBSTRING MATCH	Spasmodic dysphonia	1	TRUE
Spastic paralysis	D010243	Paralysis	REVERSE SUBSTRING MATCH	Spastic paralysis	1	TRUE
Spastic paraparesis	D020336	Paraparesis, Spastic	CUI_MATCH	Spastic paraparesis	1	TRUE
Sperm concentration				Sperm concentration	1	TRUE
Spermatogenesis abnormal				Spermatogenesis abnormal	1	TRUE
Spermatogenesis arrest	C536875	Arrest of spermatogenesis	LOOKUP_EXACT_UMLS_TERM	Spermatogenesis arrest	1	TRUE
Sphincter of Oddi dysfunction	D046628	Sphincter of Oddi Dysfunction	MM_CUI	Sphincter of Oddi dysfunction	1	TRUE
Spina bifida	D016135	Spinal Dysraphism	CUI_MATCH	Spina bifida	1	TRUE
Spina bifida occulta	D016136	Spina Bifida Occulta	MM_CUI	Spina bifida occulta	1	TRUE
Spinal cord infarction	D007238	Infarction	REVERSE SUBSTRING MATCH	Spinal cord infarction	1	TRUE
Spinal cord paralysis	D010243	Paralysis	REVERSE SUBSTRING MATCH	Spinal cord paralysis	1	TRUE
Spinal disorder	D013122	Spinal Diseases	MM_CUI	Spinal disorder	1	TRUE
Spleen palpable				Spleen palpable	1	TRUE
Splenic peliosis				Splenic peliosis	1	TRUE
Splenic sequestration				Splenic sequestration	1	TRUE
Splinter haemorrhages				Splinter haemorrhages	1	TRUE
Splitting nails				Splitting nails	1	TRUE
Spontaneous haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Spontaneous haematoma	1	TRUE
Sports injury	D001265	Athletic Injuries	CUI_MATCH	Sports injury	1	TRUE
Squamous cell carcinoma of lung	D002294	Carcinoma, Squamous Cell	REVERSE SUBSTRING MATCH	Squamous cell carcinoma of lung	1	TRUE
ST segment elevation myocardial infarction	D000072657	ST Elevation Myocardial Infarction	CUI_MATCH	ST segment elevation myocardial infarction	1	TRUE
Staphylococcal scalded skin syndrome	D013206	Staphylococcal Scalded Skin Syndrome	MM_CUI	Staphylococcal scalded skin syndrome	1	TRUE
Staphylococcal skin infection	D013207	Staphylococcal Skin Infections	CUI_MATCH	Staphylococcal skin infection	1	TRUE
Staphylococcus aureus bacteremia	D016470	Bacteremia	REVERSE SUBSTRING MATCH	Staphylococcus aureus bacteremia	1	TRUE
Stargardt's disease	D000080362	Stargardt Disease	CUI_MATCH	Stargardt's disease	1	TRUE
Staring				Staring	1	TRUE
Steroid acne	D000152	Acne Vulgaris	REVERSE SUBSTRING MATCH	Steroid acne	1	TRUE
Steroid psychosis				Steroid psychosis	1	TRUE
Stiff back	D000844	Ankylosis	MANUAL_CURATION	Stiff back	1	TRUE
Stinging of nose	D010146	Pain	REVERSE SUBSTRING MATCH	Stinging of nose	1	TRUE
Stomatitis necrotising	D013280	Stomatitis	REVERSE SUBSTRING MATCH	Stomatitis necrotising	1	TRUE
Strangulation			FUZZY_MATCH	Strangulation	1	TRUE
Stress at work	D013315	Stress, Psychological	MANUAL_CURATION	Stress at work	1	TRUE
Stress fracture	D015775	Fractures, Stress	CUI_MATCH	Stress fracture	1	TRUE
Stroke volume increased	D013318	Stroke Volume	LOOKUP_TRIMMED_UMLS_TERM	Stroke volume increased	1	TRUE
Strongyloidiasis	D013322	Strongyloidiasis	TERM_MATCH	Strongyloidiasis	1	TRUE
Subconjunctival cyst	D003560	Cysts	REVERSE SUBSTRING MATCH	Subconjunctival cyst	1	TRUE
Subcutaneous bleeding				Subcutaneous bleeding	1	TRUE
Subdural effusion	D013353	Subdural Effusion	CUI_MATCH	Subdural effusion	1	TRUE
Subjective visual disturbances				Subjective visual disturbances	1	TRUE
Subluxation hip				Subluxation hip	1	TRUE
Submandibular mass			FUZZY_MATCH	Submandibular mass	1	TRUE
Substance-induced psychotic disorder	D010259	Paranoid Disorders	REVERSE SUBSTRING MATCH	Substance-induced psychotic disorder	1	TRUE
Sudden deafness	D003639	Hearing Loss, Sudden	LOOKUP_EXACT_UMLS_TERM	Sudden deafness	1	TRUE
Sunken eyes				Sunken eyes	1	TRUE
Superficial thrombophlebitis of leg	D013924	Thrombophlebitis	REVERSE SUBSTRING MATCH	Superficial thrombophlebitis of leg	1	TRUE
Superior sagittal sinus thrombosis	D020225	Sagittal Sinus Thrombosis	CUI_MATCH	Superior sagittal sinus thrombosis	1	TRUE
Superior vena cava syndrome	D013479	Superior Vena Cava Syndrome	EFO_MAP	Superior vena cava syndrome	1	TRUE
Supine hypotension	D007022	Hypotension	REVERSE SUBSTRING MATCH	Supine hypotension	1	TRUE
Suprapubic pain	D010146	Pain	REVERSE SUBSTRING MATCH	Suprapubic pain	1	TRUE
Surgical site reaction				Surgical site reaction	1	TRUE
Suspiciousness				Suspiciousness	1	TRUE
Suture related complication				Suture related complication	1	TRUE
Sweat gland tumour	D013544	Sweat Gland Neoplasms	CUI_MATCH	Sweat gland tumour	1	TRUE
Swelling of legs	D004487	Edema	REVERSE SUBSTRING MATCH	Swelling of legs	1	TRUE
Swollen arm				Swollen arm	1	TRUE
Syndactyly	D013576	Syndactyly	EFO_MAP	Syndactyly	1	TRUE
Syndrome Fanconi-like				Syndrome Fanconi-like	1	TRUE
Syndrome screaming				Syndrome screaming	1	TRUE
Syphilis	D013587	Syphilis	TERM_MATCH	Syphilis	1	TRUE
Systemic candida	C536777	Systemic candidiasis	LOOKUP_EXACT_MEDDRA_TERM	Systemic candida	1	TRUE
Systemic lupus erythematosus rash	D008180	Lupus Erythematosus, Systemic	REVERSE SUBSTRING MATCH	Systemic lupus erythematosus rash	1	TRUE
Systemic mycosis				Systemic mycosis	1	TRUE
Systolic ejection murmur				Systolic ejection murmur	1	TRUE
T-cell lymphoma	D016399	Lymphoma, T-Cell	CUI_MATCH	T-cell lymphoma	1	TRUE
Tachycardia nervous	D013610	Tachycardia	REVERSE SUBSTRING MATCH	Tachycardia nervous	1	TRUE
Tandem gait test abnormal				Tandem gait test abnormal	1	TRUE
Teeth clenching				Teeth clenching	1	TRUE
Telogen effluvium				Telogen effluvium	1	TRUE
Temper tantrum				Temper tantrum	1	TRUE
Temperature regulation disorder				Temperature regulation disorder	1	TRUE
Temporal arteritis	D013700	Giant Cell Arteritis	EFO_MAP	Temporal arteritis	1	TRUE
Temporal disorientation	D003221	Confusion	REVERSE SUBSTRING MATCH	Temporal disorientation	1	TRUE
Tendon injury	D013708	Tendon Injuries	CUI_MATCH	Tendon injury	1	TRUE
Testis cancer	D013736	Testicular Neoplasms	LOOKUP_EXACT_UMLS_TERM	Testis cancer	1	TRUE
Tetrahydrobiopterin deficiency	D010661	Phenylketonurias	LOOKUP_EXACT_UMLS_TERM	Tetrahydrobiopterin deficiency	1	TRUE
Thoracic vertebral fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Thoracic vertebral fracture	1	TRUE
Thought blocking				Thought blocking	1	TRUE
Throbbing headache	D006261	Headache	LOOKUP_EXACT_UMLS_TERM	Throbbing headache	1	TRUE
Thrombocytopenia aggravated	D013921	Thrombocytopenia	REVERSE SUBSTRING MATCH	Thrombocytopenia aggravated	1	TRUE
Thrombocytopenia toxic	D013921	Thrombocytopenia	REVERSE SUBSTRING MATCH	Thrombocytopenia toxic	1	TRUE
Thrombophilia	D019851	Thrombophilia	UMLS_MEDDRA	Thrombophilia	1	TRUE
Thrombophlebitis leg deep	D013924	Thrombophlebitis	REVERSE SUBSTRING MATCH	Thrombophlebitis leg deep	1	TRUE
Thrombophlebitis of the leg	D013924	Thrombophlebitis	REVERSE SUBSTRING MATCH	Thrombophlebitis of the leg	1	TRUE
Thrombosis leg	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Thrombosis leg	1	TRUE
Thyroglobulin increased	D013954	Thyroglobulin	LOOKUP_TRIMMED_UMLS_TERM	Thyroglobulin increased	1	TRUE
Thyroid cancer	D013964	Thyroid Neoplasms	LOOKUP_EXACT_UMLS_TERM	Thyroid cancer	1	TRUE
Thyroid carcinoma	D013964	Thyroid Neoplasms	LOOKUP_EXACT_UMLS_TERM	Thyroid carcinoma	1	TRUE
Thyrotropin low				Thyrotropin low	1	TRUE
Thyroxine decreased	D013974	Thyroxine	LOOKUP_TRIMMED_UMLS_TERM	Thyroxine decreased	1	TRUE
Thyroxine free decreased	D013974	Thyroxine	REVERSE SUBSTRING MATCH	Thyroxine free decreased	1	TRUE
TIBC				TIBC	1	TRUE
Tibial torsion				Tibial torsion	1	TRUE
Tightness in jaw				Tightness in jaw	1	TRUE
Tinnitus aggravated	D014012	Tinnitus	REVERSE SUBSTRING MATCH	Tinnitus aggravated	1	TRUE
Tired and heavy	D005221	Fatigue	MANUAL_CURATION	Tired and heavy	1	TRUE
Tobacco poisoning	D011041	Poisoning	REVERSE SUBSTRING MATCH	Tobacco poisoning	1	TRUE
Tobacco withdrawal symptoms				Tobacco withdrawal symptoms	1	TRUE
Toe walking			FUZZY_MATCH	Toe walking	1	TRUE
Tongue irritation	D014060	Tongue Diseases	MANUAL_CURATION	Tongue irritation	1	TRUE
Tongue neoplasm	D014062	Tongue Neoplasms	CUI_MATCH	Tongue neoplasm	1	TRUE
Tongue neoplasm malignant stage unspecified	D014062	Tongue Neoplasms	LOOKUP_WITH_REPLACEMENT	Tongue neoplasm malignant stage unspecified	1	TRUE
Tongue pigmentation	D014060	Tongue Diseases	MANUAL_CURATION	Tongue pigmentation	1	TRUE
Tonic convulsion	D012640	Seizures	LOOKUP_EXACT_MEDDRA_TERM	Tonic convulsion	1	TRUE
Tonsillar disorder				Tonsillar disorder	1	TRUE
Tonsillar hypertrophy	D006984	Hypertrophy	REVERSE SUBSTRING MATCH	Tonsillar hypertrophy	1	TRUE
Tooth malformation	D014071	Tooth Abnormalities	MM_CUI	Tooth malformation	1	TRUE
Torsion of ovary	D000082843	Ovarian Torsion	MANUAL_CURATION	Torsion of ovary	1	TRUE
Toxic confusional state	D003221	Confusion	REVERSE SUBSTRING MATCH	Toxic confusional state	1	TRUE
Toxic dilatation of intestine				Toxic dilatation of intestine	1	TRUE
Toxic pustuloderma				Toxic pustuloderma	1	TRUE
Tracheal disorder	D014133	Tracheal Diseases	MM_CUI	Tracheal disorder	1	TRUE
Tracheal fistula	D005402	Fistula	REVERSE SUBSTRING MATCH	Tracheal fistula	1	TRUE
Tracheostomy infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Tracheostomy infection	1	TRUE
Transaminases decreased	D000637	Transaminases	LOOKUP_TRIMMED_UMLS_TERM	Transaminases decreased	1	TRUE
Transient cerebrovascular events				Transient cerebrovascular events	1	TRUE
Transplant failure				Transplant failure	1	TRUE
Transverse sinus thrombosis	D020227	Lateral Sinus Thrombosis	CUI_MATCH	Transverse sinus thrombosis	1	TRUE
